internal_drug_id,source_dataset,source_drug_id,mapping_confidence
DRUG_001605,drugbank,DB09278,unmapped
DRUG_001606,drugbank,DB09279,unmapped
DRUG_001607,drugbank,DB09280,unmapped
DRUG_001608,drugbank,DB09281,unmapped
DRUG_001609,drugbank,DB09282,unmapped
DRUG_001610,drugbank,DB09283,unmapped
DRUG_001611,drugbank,DB09285,unmapped
DRUG_001612,drugbank,DB09286,unmapped
DRUG_001613,drugbank,DB09288,unmapped
DRUG_001614,drugbank,DB09289,unmapped
DRUG_001615,drugbank,DB09290,unmapped
DRUG_001616,drugbank,DB09291,unmapped
DRUG_001617,drugbank,DB09292,unmapped
DRUG_001618,drugbank,DB09293,unmapped
DRUG_001619,drugbank,DB09295,unmapped
DRUG_001620,drugbank,DB09296,unmapped
DRUG_001621,drugbank,DB09297,unmapped
DRUG_001622,drugbank,DB09300,unmapped
DRUG_001623,drugbank,DB09320,unmapped
DRUG_001624,drugbank,DB09321,unmapped
DRUG_001625,drugbank,DB09322,unmapped
DRUG_001626,drugbank,DB09323,unmapped
DRUG_001627,drugbank,DB09324,unmapped
DRUG_001628,drugbank,DB09330,unmapped
DRUG_001629,drugbank,DB09338,unmapped
DRUG_001630,drugbank,DB09342,unmapped
DRUG_001631,drugbank,DB09343,unmapped
DRUG_001632,drugbank,DB09345,unmapped
DRUG_001633,drugbank,DB09352,unmapped
DRUG_001634,drugbank,DB09396,unmapped
DRUG_001635,drugbank,DB09414,unmapped
DRUG_001636,drugbank,DB09449,unmapped
DRUG_001637,drugbank,DB09462,unmapped
DRUG_001638,drugbank,DB09477,unmapped
DRUG_001639,drugbank,DB09488,unmapped
DRUG_001640,drugbank,DB09499,unmapped
DRUG_001641,drugbank,DB09516,unmapped
DRUG_001642,drugbank,DB09536,unmapped
DRUG_001643,drugbank,DB09543,unmapped
DRUG_001644,drugbank,DB09555,unmapped
DRUG_001645,drugbank,DB09561,unmapped
DRUG_001646,drugbank,DB09570,unmapped
DRUG_001647,drugbank,DB11079,unmapped
DRUG_001648,drugbank,DB11093,unmapped
DRUG_001649,drugbank,DB11106,unmapped
DRUG_001650,drugbank,DB11121,unmapped
DRUG_001651,drugbank,DB11126,unmapped
DRUG_001652,drugbank,DB11135,unmapped
DRUG_001653,drugbank,DB11136,unmapped
DRUG_001654,drugbank,DB11148,unmapped
DRUG_001655,drugbank,DB11156,unmapped
DRUG_001656,drugbank,DB11231,unmapped
DRUG_001657,drugbank,DB11235,unmapped
DRUG_001658,drugbank,DB11239,unmapped
DRUG_001659,drugbank,DB11254,unmapped
DRUG_001660,drugbank,DB11256,unmapped
DRUG_001661,drugbank,DB11268,unmapped
DRUG_001662,drugbank,DB11315,unmapped
DRUG_001663,drugbank,DB11342,unmapped
DRUG_001664,drugbank,DB11348,unmapped
DRUG_001665,drugbank,DB11362,unmapped
DRUG_001666,drugbank,DB11363,unmapped
DRUG_001667,drugbank,DB11560,unmapped
DRUG_001668,drugbank,DB11574,unmapped
DRUG_001669,drugbank,DB11575,unmapped
DRUG_001670,drugbank,DB11581,unmapped
DRUG_001671,drugbank,DB11586,unmapped
DRUG_001672,drugbank,DB11596,MEDIUM_CANONICAL
DRUG_001672,twosides,CID000000143,MEDIUM_CANONICAL
DRUG_001673,drugbank,DB11609,unmapped
DRUG_001674,drugbank,DB11610,unmapped
DRUG_001675,drugbank,DB11613,unmapped
DRUG_001676,drugbank,DB11614,unmapped
DRUG_001677,drugbank,DB11619,unmapped
DRUG_001678,drugbank,DB11630,unmapped
DRUG_001679,drugbank,DB11633,unmapped
DRUG_001680,drugbank,DB11636,unmapped
DRUG_001681,drugbank,DB11641,unmapped
DRUG_001682,drugbank,DB11660,unmapped
DRUG_001683,drugbank,DB11691,unmapped
DRUG_001684,drugbank,DB11699,unmapped
DRUG_001685,drugbank,DB11730,unmapped
DRUG_001686,drugbank,DB11737,unmapped
DRUG_001687,drugbank,DB11793,unmapped
DRUG_001688,drugbank,DB11817,unmapped
DRUG_001689,drugbank,DB11828,unmapped
DRUG_001690,drugbank,DB11915,unmapped
DRUG_001691,drugbank,DB11921,unmapped
DRUG_001692,drugbank,DB11943,unmapped
DRUG_001693,drugbank,DB11989,unmapped
DRUG_001694,drugbank,DB11994,unmapped
DRUG_001695,drugbank,DB12001,unmapped
DRUG_001696,drugbank,DB12026,unmapped
DRUG_001697,drugbank,DB12070,unmapped
DRUG_001698,drugbank,DB12161,unmapped
DRUG_001699,drugbank,DB12267,unmapped
DRUG_001700,drugbank,DB12278,unmapped
DRUG_001701,drugbank,DB12332,unmapped
DRUG_001702,drugbank,DB12364,unmapped
DRUG_001703,drugbank,DB12483,unmapped
DRUG_001704,drugbank,DB12532,unmapped
DRUG_001705,drugbank,DB12598,unmapped
DRUG_001706,drugbank,DB12924,unmapped
DRUG_001707,drugbank,DB13025,unmapped
DRUG_001708,drugbank,DB13142,unmapped
DRUG_001709,drugbank,DB13145,unmapped
DRUG_001710,drugbank,DB13146,unmapped
DRUG_001711,drugbank,DB13153,unmapped
DRUG_001712,drugbank,DB13158,unmapped
DRUG_001713,drugbank,DB13167,unmapped
DRUG_001714,drugbank,DB13179,unmapped
DRUG_001715,drugbank,DB13231,unmapped
DRUG_001716,drugbank,DB13323,unmapped
DRUG_001717,drugbank,DB13595,unmapped
DRUG_001718,drugbank,DB13747,unmapped
DRUG_001719,drugbank,DB13783,unmapped
DRUG_001720,drugbank,DB13872,unmapped
DRUG_001721,drugbank,DB13873,unmapped
DRUG_001722,drugbank,DB13874,unmapped
DRUG_001723,drugbank,DB13878,unmapped
DRUG_001724,drugbank,DB13879,unmapped
DRUG_001725,drugbank,DB13925,unmapped
DRUG_001726,twosides,CID000000085,unmapped
DRUG_001727,twosides,CID000000119,unmapped
DRUG_001728,twosides,CID000000206,unmapped
DRUG_001729,twosides,CID000000271,unmapped
DRUG_001730,twosides,CID000000581,unmapped
DRUG_001731,twosides,CID000000598,unmapped
DRUG_001732,twosides,CID000000772,unmapped
DRUG_001733,twosides,CID000000937,unmapped
DRUG_001734,twosides,CID000001117,unmapped
DRUG_001735,twosides,CID000001134,unmapped
DRUG_001736,twosides,CID000001690,unmapped
DRUG_001737,twosides,CID000002156,unmapped
DRUG_001738,twosides,CID000002173,unmapped
DRUG_001739,twosides,CID000002232,unmapped
DRUG_001740,twosides,CID000002274,unmapped
DRUG_001741,twosides,CID000002283,unmapped
DRUG_001742,twosides,CID000002308,unmapped
DRUG_001743,twosides,CID000002541,unmapped
DRUG_001744,twosides,CID000002617,unmapped
DRUG_001745,twosides,CID000002631,unmapped
DRUG_001746,twosides,CID000002637,unmapped
DRUG_001747,twosides,CID000002656,unmapped
DRUG_001748,twosides,CID000002658,unmapped
DRUG_001749,twosides,CID000002676,unmapped
DRUG_001750,twosides,CID000002712,unmapped
DRUG_001751,twosides,CID000002713,unmapped
DRUG_001752,twosides,CID000002818,unmapped
DRUG_001753,twosides,CID000002891,unmapped
DRUG_001754,twosides,CID000002951,unmapped
DRUG_001755,twosides,CID000003032,unmapped
DRUG_001756,twosides,CID000003040,unmapped
DRUG_001757,twosides,CID000003075,unmapped
DRUG_001758,twosides,CID000003161,unmapped
DRUG_001759,twosides,CID000003355,unmapped
DRUG_001760,twosides,CID000003414,unmapped
DRUG_001761,twosides,CID000003419,unmapped
DRUG_001762,twosides,CID000003516,unmapped
DRUG_001763,twosides,CID000003642,unmapped
DRUG_001764,twosides,CID000003911,unmapped
DRUG_001765,twosides,CID000003954,unmapped
DRUG_001766,twosides,CID000004052,unmapped
DRUG_001767,twosides,CID000004200,unmapped
DRUG_001768,twosides,CID000004201,unmapped
DRUG_001769,twosides,CID000004473,unmapped
DRUG_001770,twosides,CID000004585,unmapped
DRUG_001771,twosides,CID000004607,unmapped
DRUG_001772,twosides,CID000004609,unmapped
DRUG_001773,twosides,CID000004645,unmapped
DRUG_001774,twosides,CID000004723,unmapped
DRUG_001775,twosides,CID000004730,unmapped
DRUG_001776,twosides,CID000004739,unmapped
DRUG_001777,twosides,CID000004834,unmapped
DRUG_001778,twosides,CID000004856,unmapped
DRUG_001779,twosides,CID000005090,unmapped
DRUG_001780,twosides,CID000005297,unmapped
DRUG_001781,twosides,CID000005412,unmapped
DRUG_001782,twosides,CID000005721,unmapped
DRUG_001783,twosides,CID000005771,unmapped
DRUG_001784,twosides,CID000006691,unmapped
DRUG_001785,twosides,CID000009052,unmapped
DRUG_001786,twosides,CID000010631,unmapped
DRUG_001787,twosides,CID000012620,unmapped
DRUG_001788,twosides,CID000014888,unmapped
DRUG_001789,twosides,CID000019090,unmapped
DRUG_001790,twosides,CID000024011,unmapped
DRUG_001791,twosides,CID000024486,unmapped
DRUG_001792,twosides,CID000027686,unmapped
DRUG_001793,twosides,CID000027991,unmapped
DRUG_001794,twosides,CID000028112,unmapped
DRUG_001795,twosides,CID000032797,unmapped
DRUG_001796,twosides,CID000038904,unmapped
DRUG_001797,twosides,CID000041774,unmapped
DRUG_001798,twosides,CID000048175,unmapped
DRUG_001799,twosides,CID000054808,unmapped
DRUG_001800,twosides,CID000060612,unmapped
DRUG_001801,twosides,CID000060754,unmapped
DRUG_001802,twosides,CID000062924,unmapped
DRUG_001803,twosides,CID000065027,unmapped
DRUG_001804,twosides,CID000071158,unmapped
DRUG_001805,twosides,CID000072467,unmapped
DRUG_001806,twosides,CID000074989,unmapped
DRUG_001807,twosides,CID000083786,unmapped
DRUG_001808,twosides,CID000087177,unmapped
DRUG_001809,twosides,CID000119607,unmapped
DRUG_001810,twosides,CID000130881,unmapped
DRUG_001811,twosides,CID000151165,unmapped
DRUG_001812,twosides,CID000160051,unmapped
DRUG_001813,twosides,CID000176168,unmapped
DRUG_001814,twosides,CID000443871,unmapped
DRUG_001815,twosides,CID000444013,unmapped
DRUG_001816,twosides,CID000504578,unmapped
DRUG_001817,twosides,CID000508230,unmapped
DRUG_001818,twosides,CID003081884,unmapped
DRUG_001819,twosides,CID003086258,unmapped
DRUG_001820,twosides,CID003468412,unmapped
DRUG_001821,twosides,CID004475485,unmapped
DRUG_001822,twosides,CID004479097,unmapped
DRUG_001823,twosides,CID005281007,unmapped
DRUG_001824,twosides,CID005282044,unmapped
DRUG_001825,twosides,CID005311039,unmapped
DRUG_001826,twosides,CID005311048,unmapped
DRUG_001827,twosides,CID005311082,unmapped
DRUG_001828,twosides,CID005311297,unmapped
DRUG_001829,twosides,CID005353980,unmapped
DRUG_001830,twosides,CID005362070,unmapped
DRUG_001831,twosides,CID005381226,unmapped
DRUG_001832,twosides,CID005473385,unmapped
DRUG_001833,twosides,CID005487301,unmapped
DRUG_001834,twosides,CID005493381,unmapped
DRUG_001835,twosides,CID006398525,unmapped
DRUG_001836,twosides,CID006918453,unmapped
