internal_drug_id,source_dataset,source_drug_id,rxcui,mapping_status
DRUG_001300,drugbank,DB06287,657797,HIGH_EXACT
DRUG_001301,drugbank,DB06288,46303,HIGH_EXACT
DRUG_001302,drugbank,DB06290,1482790,HIGH_EXACT
DRUG_001303,drugbank,DB06292,1488564,HIGH_EXACT
DRUG_001304,drugbank,DB06335,1546030,HIGH_EXACT
DRUG_001305,drugbank,DB06401,1441386,HIGH_EXACT
DRUG_001306,drugbank,DB06402,473837,HIGH_EXACT
DRUG_001307,drugbank,DB06403,358274,HIGH_EXACT
DRUG_001307,twosides,CID000197712,358274,HIGH_EXACT
DRUG_001308,drugbank,DB06410,11516,HIGH_EXACT
DRUG_001309,drugbank,DB06412,7813,HIGH_EXACT
DRUG_001310,drugbank,DB06414,475969,HIGH_EXACT
DRUG_001311,drugbank,DB06441,1656052,HIGH_EXACT
DRUG_001312,drugbank,DB06480,2107310,HIGH_EXACT
DRUG_001313,drugbank,DB06589,714438,HIGH_EXACT
DRUG_001314,drugbank,DB06594,,UNRESOLVED
DRUG_001315,drugbank,DB06595,1919083,HIGH_EXACT
DRUG_001316,drugbank,DB06603,1603350,HIGH_EXACT
DRUG_001317,drugbank,DB06605,1364430,HIGH_EXACT
DRUG_001318,drugbank,DB06616,1307619,HIGH_EXACT
DRUG_001319,drugbank,DB06626,1242999,HIGH_EXACT
DRUG_001320,drugbank,DB06636,1608322,HIGH_EXACT
DRUG_001321,drugbank,DB06637,897018,HIGH_EXACT
DRUG_001322,drugbank,DB06654,1922448,HIGH_EXACT
DRUG_001323,drugbank,DB06663,1364105,HIGH_EXACT
DRUG_001324,drugbank,DB06684,1086769,HIGH_EXACT
DRUG_001325,drugbank,DB06689,224898,HIGH_EXACT
DRUG_001326,drugbank,DB06690,7486,HIGH_EXACT
DRUG_001327,drugbank,DB06691,9009,HIGH_EXACT
DRUG_001328,drugbank,DB06694,39841,HIGH_EXACT
DRUG_001329,drugbank,DB06695,1037042,HIGH_EXACT
DRUG_001330,drugbank,DB06696,26397,HIGH_EXACT
DRUG_001331,drugbank,DB06697,18343,HIGH_EXACT
DRUG_001332,drugbank,DB06698,1511,HIGH_EXACT
DRUG_001333,drugbank,DB06699,475230,HIGH_EXACT
DRUG_001334,drugbank,DB06700,734064,HIGH_EXACT
DRUG_001334,twosides,CID000125017,734064,HIGH_EXACT
DRUG_001335,drugbank,DB06702,797195,HIGH_EXACT
DRUG_001336,drugbank,DB06704,14448,HIGH_EXACT
DRUG_001337,drugbank,DB06706,27946,HIGH_EXACT
DRUG_001338,drugbank,DB06707,132889,HIGH_EXACT
DRUG_001339,drugbank,DB06708,847728,HIGH_EXACT
DRUG_001340,drugbank,DB06709,155080,HIGH_EXACT
DRUG_001341,drugbank,DB06710,6904,HIGH_EXACT
DRUG_001342,drugbank,DB06711,7247,HIGH_EXACT
DRUG_001343,drugbank,DB06712,53692,HIGH_EXACT
DRUG_001344,drugbank,DB06713,326374,HIGH_EXACT
DRUG_001345,drugbank,DB06715,8597,HIGH_EXACT
DRUG_001346,drugbank,DB06716,828682,HIGH_EXACT
DRUG_001347,drugbank,DB06717,1731071,HIGH_EXACT
DRUG_001348,drugbank,DB06718,10032,HIGH_EXACT
DRUG_001349,drugbank,DB06723,612,HIGH_EXACT
DRUG_001350,drugbank,DB06724,1897,HIGH_EXACT
DRUG_001351,drugbank,DB06725,20890,HIGH_EXACT
DRUG_001352,drugbank,DB06729,,UNRESOLVED
DRUG_001353,drugbank,DB06730,25734,HIGH_EXACT
DRUG_001354,drugbank,DB06736,16689,HIGH_EXACT
DRUG_001355,drugbank,DB06737,,UNRESOLVED
DRUG_001356,drugbank,DB06738,,UNRESOLVED
DRUG_001357,drugbank,DB06739,,UNRESOLVED
DRUG_001358,drugbank,DB06742,625,HIGH_EXACT
DRUG_001359,drugbank,DB06764,37935,HIGH_EXACT
DRUG_001360,drugbank,DB06766,1000082,HIGH_EXACT
DRUG_001361,drugbank,DB06767,712,HIGH_EXACT
DRUG_001362,drugbank,DB06769,134547,HIGH_EXACT
DRUG_001363,drugbank,DB06770,1426,HIGH_EXACT
DRUG_001364,drugbank,DB06771,819911,HIGH_EXACT
DRUG_001365,drugbank,DB06772,996051,HIGH_EXACT
DRUG_001366,drugbank,DB06774,1992,HIGH_EXACT
DRUG_001367,drugbank,DB06781,23043,HIGH_EXACT
DRUG_001368,drugbank,DB06782,3445,HIGH_EXACT
DRUG_001369,drugbank,DB06786,5084,HIGH_EXACT
DRUG_001370,drugbank,DB06788,50975,HIGH_EXACT
DRUG_001371,drugbank,DB06789,12488,HIGH_EXACT
DRUG_001372,drugbank,DB06791,68092,HIGH_EXACT
DRUG_001373,drugbank,DB06792,234416,HIGH_EXACT
DRUG_001374,drugbank,DB06794,52151,HIGH_EXACT
DRUG_001375,drugbank,DB06795,6572,HIGH_EXACT
DRUG_001376,drugbank,DB06799,6832,HIGH_EXACT
DRUG_001377,drugbank,DB06800,29899,HIGH_EXACT
DRUG_001378,drugbank,DB06802,298665,HIGH_EXACT
DRUG_001379,drugbank,DB06803,7402,HIGH_EXACT
DRUG_001380,drugbank,DB06804,53750,HIGH_EXACT
DRUG_001381,drugbank,DB06810,6995,HIGH_EXACT
DRUG_001382,drugbank,DB06813,662019,HIGH_EXACT
DRUG_001383,drugbank,DB06816,35163,HIGH_EXACT
DRUG_001384,drugbank,DB06817,719872,HIGH_EXACT
DRUG_001385,drugbank,DB06819,1546447,HIGH_EXACT
DRUG_001386,drugbank,DB06820,37319,HIGH_EXACT
DRUG_001387,drugbank,DB06824,10798,HIGH_EXACT
DRUG_001388,drugbank,DB06825,38782,HIGH_EXACT
DRUG_001389,drugbank,DB06826,1546408,HIGH_EXACT
DRUG_001390,drugbank,DB06827,,UNRESOLVED
DRUG_001391,drugbank,DB07615,57330,HIGH_EXACT
DRUG_001392,drugbank,DB08439,279950,HIGH_EXACT
DRUG_001393,drugbank,DB08795,,UNRESOLVED
DRUG_001394,drugbank,DB08796,33740,HIGH_EXACT
DRUG_001395,drugbank,DB08797,9518,HIGH_EXACT
DRUG_001396,drugbank,DB08798,,UNRESOLVED
DRUG_001397,drugbank,DB08799,865,HIGH_EXACT
DRUG_001398,drugbank,DB08800,20861,HIGH_EXACT
DRUG_001399,drugbank,DB08801,3449,HIGH_EXACT
DRUG_001400,drugbank,DB08802,28012,HIGH_EXACT
DRUG_001401,drugbank,DB08804,31494,HIGH_EXACT
DRUG_001402,drugbank,DB08806,35803,HIGH_EXACT
DRUG_001403,drugbank,DB08807,,UNRESOLVED
DRUG_001404,drugbank,DB08808,,UNRESOLVED
DRUG_001405,drugbank,DB08811,38365,HIGH_EXACT
DRUG_001406,drugbank,DB08814,38655,HIGH_EXACT
DRUG_001407,drugbank,DB08815,1040028,HIGH_EXACT
DRUG_001408,drugbank,DB08816,1116632,HIGH_EXACT
DRUG_001409,drugbank,DB08819,1244607,HIGH_EXACT
DRUG_001410,drugbank,DB08820,1243041,HIGH_EXACT
DRUG_001411,drugbank,DB08822,1091642,HIGH_EXACT
DRUG_001412,drugbank,DB08824,1426874,HIGH_EXACT
DRUG_001413,drugbank,DB08826,11645,HIGH_EXACT
DRUG_001414,drugbank,DB08827,1364479,HIGH_EXACT
DRUG_001415,drugbank,DB08828,1242987,HIGH_EXACT
DRUG_001416,drugbank,DB08860,861634,HIGH_EXACT
DRUG_001417,drugbank,DB08864,1102270,HIGH_EXACT
DRUG_001418,drugbank,DB08865,1148495,HIGH_EXACT
DRUG_001419,drugbank,DB08867,1005921,HIGH_EXACT
DRUG_001420,drugbank,DB08868,1012892,HIGH_EXACT
DRUG_001421,drugbank,DB08869,1044584,HIGH_EXACT
DRUG_001422,drugbank,DB08871,1045453,HIGH_EXACT
DRUG_001423,drugbank,DB08872,1101333,HIGH_EXACT
DRUG_001424,drugbank,DB08873,1102129,HIGH_EXACT
DRUG_001425,drugbank,DB08874,1111103,HIGH_EXACT
DRUG_001426,drugbank,DB08875,1363268,HIGH_EXACT
DRUG_001427,drugbank,DB08877,1193326,HIGH_EXACT
DRUG_001428,drugbank,DB08880,1310520,HIGH_EXACT
DRUG_001429,drugbank,DB08881,1147220,HIGH_EXACT
DRUG_001430,drugbank,DB08882,1100699,HIGH_EXACT
DRUG_001431,drugbank,DB08883,1356552,HIGH_EXACT
DRUG_001432,drugbank,DB08884,802624,HIGH_EXACT
DRUG_001433,drugbank,DB08887,1304974,HIGH_EXACT
DRUG_001434,drugbank,DB08889,1302966,HIGH_EXACT
DRUG_001435,drugbank,DB08893,1300786,HIGH_EXACT
DRUG_001436,drugbank,DB08895,1357536,HIGH_EXACT
DRUG_001437,drugbank,DB08896,1312397,HIGH_EXACT
DRUG_001438,drugbank,DB08897,1303098,HIGH_EXACT
DRUG_001439,drugbank,DB08899,1307298,HIGH_EXACT
DRUG_001440,drugbank,DB08901,1364347,HIGH_EXACT
DRUG_001441,drugbank,DB08903,1364504,HIGH_EXACT
DRUG_001442,drugbank,DB08905,15070,HIGH_EXACT
DRUG_001443,drugbank,DB08906,705022,HIGH_EXACT
DRUG_001444,drugbank,DB08907,1373458,HIGH_EXACT
DRUG_001445,drugbank,DB08908,1373478,HIGH_EXACT
DRUG_001446,drugbank,DB08909,1368451,HIGH_EXACT
DRUG_001447,drugbank,DB08910,1369713,HIGH_EXACT
DRUG_001448,drugbank,DB08911,1425099,HIGH_EXACT
DRUG_001449,drugbank,DB08912,1424911,HIGH_EXACT
DRUG_001450,drugbank,DB08913,1424174,HIGH_EXACT
DRUG_001451,drugbank,DB08916,1430438,HIGH_EXACT
DRUG_001452,drugbank,DB08918,1433212,HIGH_EXACT
DRUG_001453,drugbank,DB08922,,UNRESOLVED
DRUG_001454,drugbank,DB08930,1433868,HIGH_EXACT
DRUG_001455,drugbank,DB08931,1439816,HIGH_EXACT
DRUG_001456,drugbank,DB08932,1442132,HIGH_EXACT
DRUG_001457,drugbank,DB08933,1482680,HIGH_EXACT
DRUG_001458,drugbank,DB08934,1484911,HIGH_EXACT
DRUG_001459,drugbank,DB08938,29151,HIGH_EXACT
DRUG_001460,drugbank,DB08941,6066,HIGH_EXACT
DRUG_001461,drugbank,DB08943,27901,HIGH_EXACT
DRUG_001462,drugbank,DB08947,5966,HIGH_EXACT
DRUG_001462,twosides,CID000003734,5966,HIGH_EXACT
DRUG_001463,drugbank,DB08954,27403,HIGH_EXACT
DRUG_001464,drugbank,DB08957,5307,HIGH_EXACT
DRUG_001465,drugbank,DB08958,5301,HIGH_EXACT
DRUG_001466,drugbank,DB08964,12449,HIGH_EXACT
DRUG_001467,drugbank,DB08965,25437,HIGH_EXACT
DRUG_001468,drugbank,DB08967,50138,HIGH_EXACT
DRUG_001469,drugbank,DB08970,,UNRESOLVED
DRUG_001470,drugbank,DB08971,4463,HIGH_EXACT
DRUG_001471,drugbank,DB08974,25096,HIGH_EXACT
DRUG_001472,drugbank,DB08976,4444,HIGH_EXACT
DRUG_001473,drugbank,DB08981,24830,HIGH_EXACT
DRUG_001474,drugbank,DB08983,,UNRESOLVED
DRUG_001475,drugbank,DB08984,24608,HIGH_EXACT
DRUG_001476,drugbank,DB08987,4171,HIGH_EXACT
DRUG_001477,drugbank,DB08991,,UNRESOLVED
DRUG_001478,drugbank,DB08992,,UNRESOLVED
DRUG_001479,drugbank,DB08993,,UNRESOLVED
DRUG_001480,drugbank,DB08994,,UNRESOLVED
DRUG_001481,drugbank,DB08996,,UNRESOLVED
DRUG_001482,drugbank,DB09000,,UNRESOLVED
DRUG_001483,drugbank,DB09008,2233,HIGH_EXACT
DRUG_001484,drugbank,DB09009,592464,HIGH_EXACT
DRUG_001485,drugbank,DB09014,,UNRESOLVED
DRUG_001486,drugbank,DB09015,618970,HIGH_EXACT
DRUG_001487,drugbank,DB09017,19790,HIGH_EXACT
DRUG_001488,drugbank,DB09018,19768,HIGH_EXACT
DRUG_001489,drugbank,DB09020,1596,HIGH_EXACT
DRUG_001490,drugbank,DB09021,,UNRESOLVED
DRUG_001491,drugbank,DB09026,325646,HIGH_EXACT
DRUG_001491,twosides,CID005493444,325646,HIGH_EXACT
DRUG_001492,drugbank,DB09027,1591922,HIGH_EXACT
DRUG_001493,drugbank,DB09030,1537034,HIGH_EXACT
DRUG_001494,drugbank,DB09031,1494066,HIGH_EXACT
DRUG_001495,drugbank,DB09034,1547099,HIGH_EXACT
DRUG_001496,drugbank,DB09038,1545653,HIGH_EXACT
DRUG_001497,drugbank,DB09039,1547220,HIGH_EXACT
DRUG_001498,drugbank,DB09040,1539753,HIGH_EXACT
DRUG_001499,drugbank,DB09041,1543173,HIGH_EXACT
DRUG_001500,drugbank,DB09042,1540824,HIGH_EXACT
DRUG_001501,drugbank,DB09047,1598641,HIGH_EXACT
DRUG_001502,drugbank,DB09048,1552337,HIGH_EXACT
DRUG_001503,drugbank,DB09049,1551777,HIGH_EXACT
DRUG_001504,drugbank,DB09053,1442981,HIGH_EXACT
DRUG_001505,drugbank,DB09054,1544460,HIGH_EXACT
DRUG_001506,drugbank,DB09055,16817,HIGH_EXACT
DRUG_001507,drugbank,DB09060,1603834,HIGH_EXACT
DRUG_001508,drugbank,DB09061,2045371,HIGH_EXACT
DRUG_001509,drugbank,DB09063,1535457,HIGH_EXACT
DRUG_001510,drugbank,DB09065,1306284,HIGH_EXACT
DRUG_001511,drugbank,DB09067,74670,HIGH_EXACT
DRUG_001512,drugbank,DB09068,1455099,HIGH_EXACT
DRUG_001513,drugbank,DB09069,10826,HIGH_EXACT
DRUG_001514,drugbank,DB09070,38260,HIGH_EXACT
DRUG_001515,drugbank,DB09071,1490468,HIGH_EXACT
DRUG_001516,drugbank,DB09072,9899,HIGH_EXACT
DRUG_001517,drugbank,DB09073,1601374,HIGH_EXACT
DRUG_001518,drugbank,DB09074,1597582,HIGH_EXACT
DRUG_001519,drugbank,DB09075,1599538,HIGH_EXACT
DRUG_001520,drugbank,DB09076,1487514,HIGH_EXACT
DRUG_001521,drugbank,DB09078,1603296,HIGH_EXACT
DRUG_001522,drugbank,DB09079,1592737,HIGH_EXACT
DRUG_001523,drugbank,DB09080,1546059,HIGH_EXACT
DRUG_001524,drugbank,DB09082,1424884,HIGH_EXACT
DRUG_001525,drugbank,DB09083,1649480,HIGH_EXACT
DRUG_001526,drugbank,DB09084,1425,HIGH_EXACT
DRUG_001527,drugbank,DB09085,10391,HIGH_EXACT
DRUG_001528,drugbank,DB09087,221456,HIGH_EXACT
DRUG_001529,drugbank,DB09090,33724,HIGH_EXACT
DRUG_001530,drugbank,DB09091,57257,HIGH_EXACT
DRUG_001531,drugbank,DB09093,2408,HIGH_EXACT
DRUG_001532,drugbank,DB09094,8462,HIGH_EXACT
DRUG_001533,drugbank,DB09095,3392,HIGH_EXACT
DRUG_001534,drugbank,DB09096,1418,HIGH_EXACT
DRUG_001535,drugbank,DB09097,76887,HIGH_EXACT
DRUG_001536,drugbank,DB09099,9939,HIGH_EXACT
DRUG_001537,drugbank,DB09101,1306286,HIGH_EXACT
DRUG_001538,drugbank,DB09102,1606218,HIGH_EXACT
DRUG_001539,drugbank,DB09104,243353,HIGH_EXACT
DRUG_001540,drugbank,DB09112,,UNRESOLVED
DRUG_001541,drugbank,DB09117,7909,HIGH_EXACT
DRUG_001542,drugbank,DB09118,2054968,HIGH_EXACT
DRUG_001543,drugbank,DB09119,1482501,HIGH_EXACT
DRUG_001544,drugbank,DB09120,,UNRESOLVED
DRUG_001545,drugbank,DB09123,22968,HIGH_EXACT
DRUG_001546,drugbank,DB09124,6690,HIGH_EXACT
DRUG_001547,drugbank,DB09125,1374802,HIGH_EXACT
DRUG_001548,drugbank,DB09128,1658314,HIGH_EXACT
DRUG_001549,drugbank,DB09130,2837,HIGH_EXACT
DRUG_001550,drugbank,DB09134,27792,HIGH_EXACT
DRUG_001550,twosides,CID000003741,27792,HIGH_EXACT
DRUG_001551,drugbank,DB09135,27793,HIGH_EXACT
DRUG_001552,drugbank,DB09137,,UNRESOLVED
DRUG_001553,drugbank,DB09138,1358207,HIGH_EXACT
DRUG_001554,drugbank,DB09143,1659191,HIGH_EXACT
DRUG_001555,drugbank,DB09146,1484283,HIGH_EXACT
DRUG_001556,drugbank,DB09147,1607976,HIGH_EXACT
DRUG_001557,drugbank,DB09153,9863,HIGH_EXACT
DRUG_001557,twosides,CID000005234,9863,HIGH_EXACT
DRUG_001558,drugbank,DB09154,1310549,HIGH_EXACT
DRUG_001559,drugbank,DB09156,27781,HIGH_EXACT
DRUG_001559,twosides,CID000003736,27781,HIGH_EXACT
DRUG_001560,drugbank,DB09161,1482913,HIGH_EXACT
DRUG_001561,drugbank,DB09162,,UNRESOLVED
DRUG_001562,drugbank,DB09166,,UNRESOLVED
DRUG_001563,drugbank,DB09167,3634,HIGH_EXACT
DRUG_001564,drugbank,DB09183,1597381,HIGH_EXACT
DRUG_001565,drugbank,DB09185,11196,HIGH_EXACT
DRUG_001566,drugbank,DB09198,,UNRESOLVED
DRUG_001567,drugbank,DB09204,,UNRESOLVED
DRUG_001568,drugbank,DB09209,33431,HIGH_EXACT
DRUG_001569,drugbank,DB09210,8351,HIGH_EXACT
DRUG_001570,drugbank,DB09211,,UNRESOLVED
DRUG_001571,drugbank,DB09212,28908,HIGH_EXACT
DRUG_001572,drugbank,DB09215,23687,HIGH_EXACT
DRUG_001573,drugbank,DB09216,38377,HIGH_EXACT
DRUG_001574,drugbank,DB09218,2601,HIGH_EXACT
DRUG_001575,drugbank,DB09220,31748,HIGH_EXACT
DRUG_001576,drugbank,DB09221,2179843,HIGH_EXACT
DRUG_001577,drugbank,DB09223,,UNRESOLVED
DRUG_001578,drugbank,DB09224,29961,HIGH_EXACT
DRUG_001579,drugbank,DB09225,40003,HIGH_EXACT
DRUG_001580,drugbank,DB09227,39879,HIGH_EXACT
DRUG_001581,drugbank,DB09230,,UNRESOLVED
DRUG_001582,drugbank,DB09231,,UNRESOLVED
DRUG_001583,drugbank,DB09232,,UNRESOLVED
DRUG_001584,drugbank,DB09235,,UNRESOLVED
DRUG_001585,drugbank,DB09236,28382,HIGH_EXACT
DRUG_001586,drugbank,DB09238,29275,HIGH_EXACT
DRUG_001587,drugbank,DB09241,2198975,HIGH_EXACT
DRUG_001588,drugbank,DB09242,30257,HIGH_EXACT
DRUG_001589,drugbank,DB09244,,UNRESOLVED
DRUG_001590,drugbank,DB09245,,UNRESOLVED
DRUG_001591,drugbank,DB09256,4582,HIGH_EXACT
DRUG_001592,drugbank,DB09257,,UNRESOLVED
DRUG_001593,drugbank,DB09262,,UNRESOLVED
DRUG_001594,drugbank,DB09265,1440051,HIGH_EXACT
DRUG_001595,drugbank,DB09267,,UNRESOLVED
DRUG_001596,drugbank,DB09268,1546457,HIGH_EXACT
DRUG_001597,drugbank,DB09269,33332,HIGH_EXACT
DRUG_001598,drugbank,DB09270,21406,HIGH_EXACT
DRUG_001599,drugbank,DB09272,1653781,HIGH_EXACT
DRUG_001600,drugbank,DB09273,,UNRESOLVED
DRUG_001601,drugbank,DB09274,18346,HIGH_EXACT
DRUG_001602,drugbank,DB09275,1294617,HIGH_EXACT
DRUG_001603,drugbank,DB09276,4981,HIGH_EXACT
DRUG_001604,drugbank,DB09277,1425419,HIGH_EXACT
DRUG_001605,drugbank,DB09278,272,HIGH_EXACT
DRUG_001606,drugbank,DB09279,,UNRESOLVED
DRUG_001607,drugbank,DB09280,1655922,HIGH_EXACT
DRUG_001608,drugbank,DB09281,29170,HIGH_EXACT
DRUG_001609,drugbank,DB09282,7023,HIGH_EXACT
DRUG_001610,drugbank,DB09283,,UNRESOLVED
DRUG_001611,drugbank,DB09285,30225,HIGH_EXACT
DRUG_001612,drugbank,DB09286,33739,HIGH_EXACT
DRUG_001613,drugbank,DB09288,,UNRESOLVED
DRUG_001614,drugbank,DB09289,38252,HIGH_EXACT
DRUG_001615,drugbank,DB09290,,UNRESOLVED
DRUG_001616,drugbank,DB09291,1665496,HIGH_EXACT
DRUG_001617,drugbank,DB09292,1656328,HIGH_EXACT
DRUG_001618,drugbank,DB09293,1546394,HIGH_EXACT
DRUG_001619,drugbank,DB09295,236770,HIGH_EXACT
DRUG_001620,drugbank,DB09296,1597371,HIGH_EXACT
DRUG_001621,drugbank,DB09297,1597373,HIGH_EXACT
DRUG_001622,drugbank,DB09300,1085787,HIGH_EXACT
DRUG_001623,drugbank,DB09320,7983,HIGH_EXACT
DRUG_001624,drugbank,DB09321,11423,HIGH_EXACT
DRUG_001625,drugbank,DB09322,1299928,HIGH_EXACT
DRUG_001626,drugbank,DB09323,,UNRESOLVED
DRUG_001627,drugbank,DB09324,10167,HIGH_EXACT
DRUG_001628,drugbank,DB09330,1721560,HIGH_EXACT
DRUG_001629,drugbank,DB09338,,UNRESOLVED
DRUG_001630,drugbank,DB09342,,UNRESOLVED
DRUG_001631,drugbank,DB09343,1670304,HIGH_EXACT
DRUG_001632,drugbank,DB09345,34347,HIGH_EXACT
DRUG_001633,drugbank,DB09352,7839,HIGH_EXACT
DRUG_001634,drugbank,DB09396,,UNRESOLVED
DRUG_001635,drugbank,DB09414,55018,HIGH_EXACT
DRUG_001636,drugbank,DB09449,235496,HIGH_EXACT
DRUG_001637,drugbank,DB09462,4910,HIGH_EXACT
DRUG_001638,drugbank,DB09477,1545989,HIGH_EXACT
DRUG_001639,drugbank,DB09488,19959,HIGH_EXACT
DRUG_001640,drugbank,DB09499,,UNRESOLVED
DRUG_001641,drugbank,DB09516,15080,HIGH_EXACT
DRUG_001642,drugbank,DB09536,38323,HIGH_EXACT
DRUG_001643,drugbank,DB09543,29787,HIGH_EXACT
DRUG_001644,drugbank,DB09555,54828,HIGH_EXACT
DRUG_001645,drugbank,DB09561,1423802,HIGH_EXACT
DRUG_001646,drugbank,DB09570,1723735,HIGH_EXACT
DRUG_001647,drugbank,DB11079,38866,HIGH_EXACT
DRUG_001648,drugbank,DB11093,47613,HIGH_EXACT
DRUG_001649,drugbank,DB11106,,UNRESOLVED
DRUG_001650,drugbank,DB11121,20877,HIGH_EXACT
DRUG_001651,drugbank,DB11126,1908,HIGH_EXACT
DRUG_001652,drugbank,DB11135,9641,HIGH_EXACT
DRUG_001653,drugbank,DB11136,2496,HIGH_EXACT
DRUG_001654,drugbank,DB11148,19861,HIGH_EXACT
DRUG_001655,drugbank,DB11156,8984,HIGH_EXACT
DRUG_001656,drugbank,DB11231,29008,HIGH_EXACT
DRUG_001657,drugbank,DB11235,1360721,HIGH_EXACT
DRUG_001658,drugbank,DB11239,1593147,HIGH_EXACT
DRUG_001659,drugbank,DB11254,5321,HIGH_EXACT
DRUG_001660,drugbank,DB11256,1025342,HIGH_EXACT
DRUG_001661,drugbank,DB11268,1362689,HIGH_EXACT
DRUG_001662,drugbank,DB11315,89785,HIGH_EXACT
DRUG_001663,drugbank,DB11342,615,HIGH_EXACT
DRUG_001664,drugbank,DB11348,1919,HIGH_EXACT
DRUG_001665,drugbank,DB11362,1729002,HIGH_EXACT
DRUG_001666,drugbank,DB11363,1727455,HIGH_EXACT
DRUG_001667,drugbank,DB11560,1731031,HIGH_EXACT
DRUG_001668,drugbank,DB11574,1734628,HIGH_EXACT
DRUG_001669,drugbank,DB11575,1734630,HIGH_EXACT
DRUG_001670,drugbank,DB11581,1747556,HIGH_EXACT
DRUG_001671,drugbank,DB11586,1652103,HIGH_EXACT
DRUG_001672,drugbank,DB11596,877015,HIGH_EXACT
DRUG_001672,twosides,CID000000143,877015,HIGH_EXACT
DRUG_001673,drugbank,DB11609,32009,HIGH_EXACT
DRUG_001674,drugbank,DB11610,32639,HIGH_EXACT
DRUG_001675,drugbank,DB11613,1799206,HIGH_EXACT
DRUG_001676,drugbank,DB11614,,UNRESOLVED
DRUG_001677,drugbank,DB11619,4792,HIGH_EXACT
DRUG_001678,drugbank,DB11630,115243,HIGH_EXACT
DRUG_001679,drugbank,DB11633,1720882,HIGH_EXACT
DRUG_001680,drugbank,DB11636,31930,HIGH_EXACT
DRUG_001681,drugbank,DB11641,,UNRESOLVED
DRUG_001682,drugbank,DB11660,1988390,HIGH_EXACT
DRUG_001683,drugbank,DB11691,1876597,HIGH_EXACT
DRUG_001684,drugbank,DB11699,27392,HIGH_EXACT
DRUG_001685,drugbank,DB11730,1873916,HIGH_EXACT
DRUG_001686,drugbank,DB11737,,UNRESOLVED
DRUG_001687,drugbank,DB11793,1918231,HIGH_EXACT
DRUG_001688,drugbank,DB11817,2047232,HIGH_EXACT
DRUG_001689,drugbank,DB11828,1940643,HIGH_EXACT
DRUG_001690,drugbank,DB11915,1918219,HIGH_EXACT
DRUG_001691,drugbank,DB11921,22396,HIGH_EXACT
DRUG_001692,drugbank,DB11943,1927663,HIGH_EXACT
DRUG_001693,drugbank,DB11989,18994,HIGH_EXACT
DRUG_001694,drugbank,DB11994,22759,HIGH_EXACT
DRUG_001695,drugbank,DB12001,1946825,HIGH_EXACT
DRUG_001696,drugbank,DB12026,1939323,HIGH_EXACT
DRUG_001697,drugbank,DB12070,1988648,HIGH_EXACT
DRUG_001698,drugbank,DB12161,1876905,HIGH_EXACT
DRUG_001699,drugbank,DB12267,1921217,HIGH_EXACT
DRUG_001700,drugbank,DB12278,55175,HIGH_EXACT
DRUG_001701,drugbank,DB12332,1862579,HIGH_EXACT
DRUG_001702,drugbank,DB12364,1927851,HIGH_EXACT
DRUG_001703,drugbank,DB12483,1945077,HIGH_EXACT
DRUG_001704,drugbank,DB12532,,UNRESOLVED
DRUG_001705,drugbank,DB12598,,UNRESOLVED
DRUG_001706,drugbank,DB12924,1994739,HIGH_EXACT
DRUG_001707,drugbank,DB13025,10588,HIGH_EXACT
DRUG_001708,drugbank,DB13142,25806,HIGH_EXACT
DRUG_001709,drugbank,DB13145,,UNRESOLVED
DRUG_001710,drugbank,DB13146,1796118,HIGH_EXACT
DRUG_001711,drugbank,DB13153,19461,HIGH_EXACT
DRUG_001712,drugbank,DB13158,108074,HIGH_EXACT
DRUG_001713,drugbank,DB13167,,UNRESOLVED
DRUG_001714,drugbank,DB13179,10864,HIGH_EXACT
DRUG_001715,drugbank,DB13231,47622,HIGH_EXACT
DRUG_001716,drugbank,DB13323,2534464,HIGH_EXACT
DRUG_001717,drugbank,DB13595,17614,HIGH_EXACT
DRUG_001718,drugbank,DB13747,38623,HIGH_EXACT
DRUG_001719,drugbank,DB13783,16695,HIGH_EXACT
DRUG_001720,drugbank,DB13872,28894,HIGH_EXACT
DRUG_001721,drugbank,DB13873,24852,HIGH_EXACT
DRUG_001722,drugbank,DB13874,1940332,HIGH_EXACT
DRUG_001723,drugbank,DB13878,1940636,HIGH_EXACT
DRUG_001724,drugbank,DB13879,1940635,HIGH_EXACT
DRUG_001725,drugbank,DB13925,676679,HIGH_EXACT
DRUG_001726,twosides,CID000000085,,UNRESOLVED
DRUG_001727,twosides,CID000000119,4617,HIGH_EXACT
DRUG_001728,twosides,CID000000206,,UNRESOLVED
DRUG_001729,twosides,CID000000271,1316581,HIGH_EXACT
DRUG_001730,twosides,CID000000581,,UNRESOLVED
DRUG_001731,twosides,CID000000598,,UNRESOLVED
DRUG_001732,twosides,CID000000772,,UNRESOLVED
DRUG_001733,twosides,CID000000937,,UNRESOLVED
DRUG_001734,twosides,CID000001117,1426598,HIGH_EXACT
DRUG_001735,twosides,CID000001134,,UNRESOLVED
DRUG_001736,twosides,CID000001690,,UNRESOLVED
DRUG_001737,twosides,CID000002156,,UNRESOLVED
DRUG_001738,twosides,CID000002173,,UNRESOLVED
DRUG_001739,twosides,CID000002232,,UNRESOLVED
DRUG_001740,twosides,CID000002274,1272,LOW_APPROXIMATE
DRUG_001741,twosides,CID000002283,,UNRESOLVED
DRUG_001742,twosides,CID000002308,,UNRESOLVED
DRUG_001743,twosides,CID000002541,214354,HIGH_EXACT
